11-Jan-2022 14:35:51  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:35:51  | FRM | ### | LMEx Framework Version: 4.0.0.12
11-Jan-2022 14:35:51  | FRM | ### | LMEx 32Bit
11-Jan-2022 14:35:51  | FRM | ### | LMEx Sensor Version: 1.1.11.3
11-Jan-2022 14:35:51  | FRM | ### | User: MIB1RT
11-Jan-2022 14:35:51  | FRM | ### | User level: EXTENDED
11-Jan-2022 14:35:51  | FRM | ### | Test bench         : CANONLY
11-Jan-2022 14:35:51  | FRM | ### | Host name          : RT-Z0KG0
11-Jan-2022 14:35:51  | FRM | ### | Unibox Id          : 100
11-Jan-2022 14:35:51  | FRM | ### | Mainboard Number   : -1
11-Jan-2022 14:35:51  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
11-Jan-2022 14:35:51  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007884_8D-22-015\04-El._Testing_at_RT_Accel_Gyro(3)\FA_4868
11-Jan-2022 14:35:51  | FRM | ### | Temporary file path: c:\TempMessdaten\\20220111143551\
11-Jan-2022 14:35:51  | FRM | ### | Movejob: deactivated
11-Jan-2022 14:35:51  | FRM | ### | TDMS ByteOrder: BigEndian
11-Jan-2022 14:35:51  | FRM | ### | TDMS language: german
11-Jan-2022 14:35:51  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:35:51  | FRM | ### | Info: temporary saving active
11-Jan-2022 14:35:51  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
11-Jan-2022 14:35:51  | FRM | ### | 
11-Jan-2022 14:35:51  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:35:51  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
11-Jan-2022 14:35:51  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:35:51  | FRM | ### | 
11-Jan-2022 14:35:52  | FRM | ### | Sensor Pos=1 Nr=1
11-Jan-2022 14:35:52  | FRM | ### | Sensor Pos=2 Nr=4868
11-Jan-2022 14:35:52  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
11-Jan-2022 14:35:52  | FRM | ### | Test initializeded
11-Jan-2022 14:35:52  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
11-Jan-2022 14:35:54  | INF | ### | Paranoia power reset (TM)
11-Jan-2022 14:35:56  | SEN | 001 | module_id:12828
11-Jan-2022 14:35:56  | SEN | 001 | SNR:692872690705321c
11-Jan-2022 14:35:57  | SEN | 001 | USNR:0000H2NH52019028050KY
11-Jan-2022 14:35:57  | INF | ### | CRC 58987 crc read:58987
11-Jan-2022 14:35:57  | INF | ### | SensorNr1
11-Jan-2022 14:35:57  | INF | ### | 
11-Jan-2022 14:35:57  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
11-Jan-2022 14:35:59  | INF | ### | | RATE_X_wodrivewoCM        |      -0.01dps|  0.04dps  | DC <2dps, AC < 0.088dps |
11-Jan-2022 14:37:16  | INF | ### | | acc_trm_dgain_s0_y        |   -7475.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
11-Jan-2022 14:37:16  | INF | ### | | acc_trm_dgain_s0_z        |   -7475.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
11-Jan-2022 14:37:16  | INF | ### | | acc_trm_dgain_s0_x        |   -7475.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
11-Jan-2022 14:37:17  | INF | ### | | a_x_S28_DC_CBIST          |    -372.77LSB|  0.45LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:17  | INF | ### | | a_y_S28_DC_CBIST          |     262.50LSB|  0.40LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:17  | INF | ### | | a_z_S28_DC_CBIST          |     318.36LSB|  0.40LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:17  | INF | ### | | tm_acc_ileak              |       1.00LSB|  0.00LSB  | tm_acc_ileak |
11-Jan-2022 14:37:18  | INF | ### | | a_x_S28_DC_ILEAK_Noise    |    -373.52LSB|  0.50LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:18  | INF | ### | | a_y_S28_DC_ILEAK_Noise    |     263.24LSB|  1.65LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:18  | INF | ### | | a_z_S28_DC_ILEAK_Noise    |     317.38LSB|  2.57LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:18  | INF | ### | | a_x_S28_DC_ILEAK_DIFF     |          0.74|     0.00  | a_x_S28_DC_ILEAK_DIFF |
11-Jan-2022 14:37:18  | INF | ### | | a_y_S28_DC_ILEAK_DIFF     |         -0.74|     0.00  | a_y_S28_DC_ILEAK_DIFF |
11-Jan-2022 14:37:18  | INF | ### | | a_z_S28_DC_ILEAK_DIFF     |          0.98|     0.00  | a_z_S28_DC_ILEAK_DIFF |
11-Jan-2022 14:37:18  | INF | ### | | tm_acc_axis_en            |       5.00LSB|  0.00LSB  | tm_acc_axis_en |
11-Jan-2022 14:37:18  | INF | ### | | a_x_S28_DC_ILEAK_CH2_Noise|    -374.34LSB|  0.78LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:18  | INF | ### | | a_y_S28_DC_ILEAK_CH2_Noise|   14111.33LSB|  0.00LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:18  | INF | ### | | a_z_S28_DC_ILEAK_CH2_Noise|     317.30LSB|  2.73LSB  | X < DC < X, AC < X |
11-Jan-2022 14:37:18  | INF | ### | | a_x_S28_DC_ILEAK_CH2_DIFF |          0.82|     0.00  | a_x_S28_DC_ILEAK_CH2_DIFF |
11-Jan-2022 14:37:18  | INF | ### | | a_y_S28_DC_ILEAK_CH2_DIFF |     -13848.09|     0.00  | a_y_S28_DC_ILEAK_CH2_DIFF |
11-Jan-2022 14:37:18  | INF | ### | | a_z_S28_DC_ILEAK_CH2_DIFF |          0.08|     0.00  | a_z_S28_DC_ILEAK_CH2_DIFF |
11-Jan-2022 14:37:19  | INF | ### | | tm_acc_axis_en            |       7.00LSB|  0.00LSB  | tm_acc_axis_en |
11-Jan-2022 14:37:20  | SEN | 002 | module_id:3619
11-Jan-2022 14:37:20  | SEN | 002 | SNR:b2c472a807050e23
11-Jan-2022 14:37:21  | SEN | 002 | USNR:0000H2MH42021035014KY
11-Jan-2022 14:37:21  | INF | ### | CRC 48255 crc read:48255
11-Jan-2022 14:37:21  | INF | ### | SensorNr4868
11-Jan-2022 14:37:21  | INF | ### | 
11-Jan-2022 14:37:21  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
11-Jan-2022 14:37:23  | INF | ### | | RATE_X_wodrivewoCM        |       0.00dps|  0.04dps  | DC <2dps, AC < 0.088dps |
11-Jan-2022 14:37:23  | INF | ### | | RATE_Y_wodrivewoCM        |       0.05dps|  0.06dps  | DC <2dps, AC < 0.088dps |
11-Jan-2022 14:37:23  | INF | ### | | RATE_Z_wodrivewoCM        |      -0.08dps|  0.04dps  | DC <2dps, AC < 0.088dps |
11-Jan-2022 14:37:24  | INF | ### | | Quad_X_wodrivewoCM        |       1.09dps|  0.30dps  | comment |
11-Jan-2022 14:37:25  | INF | ### | | Quad_Y_wodrivewoCM        |       1.12dps|  0.20dps  | comment |
11-Jan-2022 14:37:25  | INF | ### | | Quad_Z_wodrivewoCM        |      -0.93dps|  0.56dps  | comment |
11-Jan-2022 14:37:28  | INF | ### | | CV_D_wodrivewoCM in TADC  |        8.78mV|   0.13mV  |  |
11-Jan-2022 14:37:29  | INF | ### | | CV_X_wodrivewoCM in TADC  |      -28.30mV|   0.26mV  |  |
11-Jan-2022 14:37:31  | INF | ### | | CV_Y_wodrivewoCM in TADC  |        8.97mV|   0.26mV  |  |
11-Jan-2022 14:37:32  | INF | ### | | CV_Z_wodrivewoCM in TADC  |       43.61mV|   0.45mV  |  |
11-Jan-2022 14:37:33  | INF | ### | | RATE_X_wodrivewoCM_s30    |      -26.37mv|  -0.19mv  | pls compare it with CV_X_wodrivewoCM in TADC |
11-Jan-2022 14:37:33  | INF | ### | | RATE_Y_wodrivewoCM_s30    |        2.32mv|   0.22mv  | pls compare it with CV_Y_wodrivewoCM in TADC |
11-Jan-2022 14:37:34  | INF | ### | | RATE_Z_wodrivewoCM_s30    |       31.14mv|  -0.28mv  | pls compare it with CV_Z_wodrivewoCM in TADC |
11-Jan-2022 14:37:34  | INF | ### | | S30_CV_X_diff_wodrivewoCM |        1.93mv|   0.00mv  |  |
11-Jan-2022 14:37:34  | INF | ### | | S30_CV_Y_diff_wodrivewoCM |       -6.64mv|   0.00mv  |  |
11-Jan-2022 14:37:34  | INF | ### | | S30_CV_Z_diff_wodrivewoCM |      -12.47mv|   0.00mv  |  |
11-Jan-2022 14:37:35  | INF | ### | | RATE_X_wodrivewCM         |      -1.29dps|  0.07dps  | DC <2dps, AC < 0.1dps |
11-Jan-2022 14:37:36  | INF | ### | | RATE_Y_wodrivewCM         |       0.32dps|  0.09dps  | DC <2dps, AC < 0.1dps |
11-Jan-2022 14:37:36  | INF | ### | | RATE_Z_wodrivewCM         |       0.24dps|  0.08dps  | DC <2dps, AC < 0.1dps |
11-Jan-2022 14:37:38  | INF | ### | | CV_D_wodrivewCM in TADC   |       19.54mV|   0.13mV  |  |
11-Jan-2022 14:37:40  | INF | ### | | CV_X_wodrivewCM in TADC   |      192.97mV|   1.78mV  |  |
11-Jan-2022 14:37:41  | INF | ### | | CV_Y_wodrivewCM in TADC   |       62.72mV|   0.48mV  |  |
11-Jan-2022 14:37:43  | INF | ### | | CV_Z_wodrivewCM in TADC   |       -5.92mV|   0.45mV  |  |
11-Jan-2022 14:37:43  | INF | ### | | CV_D_inTADC_diff          |       10.76mV|   0.00mV  | W/ CM minus W/O CM |
11-Jan-2022 14:37:43  | INF | ### | | CV_X_inTADC_diff          |      221.26mV|   0.00mV  | W/ CM minus W/O CM |
11-Jan-2022 14:37:43  | INF | ### | | CV_Y_inTADC_diff          |       53.75mV|   0.00mV  | W/ CM minus W/O CM |
11-Jan-2022 14:37:43  | INF | ### | | CV_Z_inTADC_diff          |      -49.53mV|   0.00mV  | W/ CM minus W/O CM |
11-Jan-2022 14:37:43  | INF | ### | | RATE_X_wodrivewCM_s30     |      153.23mv|  -0.30mv  | pls compare it with CV_X_wodrivewCM in TADC |
11-Jan-2022 14:37:43  | INF | ### | | RATE_Y_wodrivewCM_s30     |       47.61mv|   0.14mv  | pls compare it with CV_Y_wodrivewCM in TADC |
11-Jan-2022 14:37:44  | INF | ### | | RATE_Z_wodrivewCM_s30     |      -13.98mv|  -0.31mv  | pls compare it with CV_Z_wdrivewoCM in TADC |
11-Jan-2022 14:37:44  | INF | ### | | S30_CV_X_diff_wodrivewCM  |      -39.73mv|   0.00mv  |  |
11-Jan-2022 14:37:44  | INF | ### | | S30_CV_Y_diff_wodrivewCM  |      -15.11mv|   0.00mv  |  |
11-Jan-2022 14:37:44  | INF | ### | | S30_CV_Z_diff_wodrivewCM  |       -8.06mv|   0.00mv  |  |
11-Jan-2022 14:37:46  | INF | ### | | CM_OFFSET_wodrive in TADC |       -2.75mV|   0.08mV  |  |
11-Jan-2022 14:37:47  | INF | ### | | Aout(4k_en)               |     1668.01mV|   0.07mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
11-Jan-2022 14:37:47  | INF | ### | | Pout(4k_en)               |     1639.66mV|   0.19mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
11-Jan-2022 14:37:48  | INF | ### | | Aout(4k_en & pd_aa)       |     1667.97mV|   0.06mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_aa=1 \\ saturation?~^ |
11-Jan-2022 14:37:48  | INF | ### | | Aout(4k_en & pd_ai)       |     1668.03mV|   0.07mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_ai=1 \\ saturation?~^ |
11-Jan-2022 14:37:49  | INF | ### | | Aout normal mode          |     1667.98mV|   0.08mV  | ^~default~^ |
11-Jan-2022 14:37:50  | INF | ### | | Normal_Rate_x             |       4.74dps|  0.11dps  | comment |
11-Jan-2022 14:37:50  | INF | ### | | Normal_Rate_y             |       7.37dps|  0.16dps  | comment |
11-Jan-2022 14:37:50  | INF | ### | | Normal_Rate_z             |      -5.52dps|  0.12dps  | comment |
11-Jan-2022 14:37:50  | INF | ### | | Pout normal mode          |     1626.89mV|   0.31mV  | ^~default~^ |
11-Jan-2022 14:37:52  | INF | ### | | CM_OFFSET_normal in TADC  |       -2.80mV|   0.10mV  |  |
11-Jan-2022 14:37:52  | INF | ### | | AoutTrim                  |      808.20mV|   0.00mV  |  |
11-Jan-2022 14:37:52  | INF | ### | | Aout_s16                  |     1667.97mV|   0.00mV  |  |
11-Jan-2022 14:37:52  | INF | ### | | Aout_rel_dev_s16          |     106.38pct|  0.00pct  |  |
11-Jan-2022 14:37:54  | INF | ### | | S31:CM_in_Sens            |        0.00Au|   0.05Au  | comment |
11-Jan-2022 14:37:55  | INF | ### | | S31:CM_inSens_PD_AI       |        0.00Au|   0.06Au  | comment |
11-Jan-2022 14:37:56  | INF | ### | | S31:CM_inSens_PD_AA       |       -0.02Au|   0.05Au  | comment |
11-Jan-2022 14:37:56  | INF | ### | | S31:CM_inSens_PD_AIAA     |       -0.02Au|   0.05Au  | comment |
11-Jan-2022 14:37:58  | INF | ### | | CV_D_in_Sens              |     334.32LSB|  2.29LSB  | comment |
11-Jan-2022 14:38:00  | INF | ### | | GYRO_TAU                  |    -1825.40ms|   0.00ms  | comment |
11-Jan-2022 14:38:01  | INF | ### | | VCO_freq_measured         |       0.00KHz|  0.00KHz  | it would only work on DKT, get 0 from HMP |
11-Jan-2022 14:38:01  | INF | ### | | VCO_freq_FT               |      24.87KHz|  0.00KHz  |  |
11-Jan-2022 14:38:01  | INF | ### | | VCO_freq_dev              |    24872.40Hz|   0.00Hz  | 100Hz dev max, This data will only be available when the FA script run on DKT |
11-Jan-2022 14:38:02  | INF | ### | | Gyro_rate_raw_x           |       6.28dps|  0.16dps  | comment |
11-Jan-2022 14:38:02  | INF | ### | | Gyro_rate_raw_y           |      -8.04dps|  0.12dps  | comment |
11-Jan-2022 14:38:02  | INF | ### | | Gyro_rate_raw_z           |      -5.42dps|  0.18dps  | comment |
11-Jan-2022 14:38:03  | INF | ### | | Quad_q2r_res_x            |    -367.07dps|  0.35dps  | comment |
11-Jan-2022 14:38:03  | INF | ### | | Quad_q2r_res_y            |     303.05dps|  0.30dps  | comment |
11-Jan-2022 14:38:03  | INF | ### | | Quad_q2r_res_z            |     211.19dps|  0.48dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Rdiff_cvs_x               |      -0.22dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Rdiff_cvs_y               |      -0.33dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Rdiff_cvs_z               |      -5.59dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Qdiff_cvs_x               |       4.11dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Qdiff_cvs_y               |      11.31dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Qdiff_cvs_z               |     152.65dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Phase_cvs_x               |    -54.15mrad| 0.00mrad  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Phase_cvs_y               |    -28.76mrad| 0.00mrad  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Phase_cvs_z               |    -36.63mrad| 0.00mrad  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Rdiff_x                   |      -0.19dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Rdiff_y                   |      -0.03dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Rdiff_z                   |       0.04dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Qdiff_x                   |      -6.51dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Qdiff_y                   |       5.09dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Qdiff_z                   |       3.78dps|  0.00dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Phase_TOSK_x              |     29.92mrad| 0.00mrad  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Phase_TOSK_y              |     -6.57mrad| 0.00mrad  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Phase_TOSK_z              |     11.68mrad| 0.00mrad  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Post_Rate_x               |       5.05dps|  0.11dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Post_Rate_y               |       3.95dps|  0.19dps  | comment |
11-Jan-2022 14:38:10  | INF | ### | | Post_Rate_z               |     -12.16dps|  0.16dps  | comment |
11-Jan-2022 14:38:12  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|          1.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:12  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|          2.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:12  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:12  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|          1.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:14  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|          2.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:14  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|          1.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:14  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:14  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:15  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|          3.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:15  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|          1.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:15  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:15  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:17  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|          4.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:17  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|          1.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:17  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:17  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:19  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|          5.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:19  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|          1.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:19  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:19  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:20  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|          6.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:20  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|          1.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:20  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:20  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:22  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|          7.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:22  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|          1.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:22  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:22  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|          0.00|     0.00  | S23 -> combo |
11-Jan-2022 14:38:22  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20220111143551\\AoutStartUp_Loop7_Pos2_module_id_3619_20220111143820.csv
11-Jan-2022 14:38:24  | INF | ### | | GYRO_STARTUP time         |        1.60ms|   0.00ms  | check only the mean value |
11-Jan-2022 14:38:24  | INF | ### | | ASIC_temp_start           |     21.64degC| 0.02degC  | ^~temperature taken upon start~^ |
11-Jan-2022 14:38:24  | INF | ### | | ASIC_temp_end             |     21.73degC| 0.00degC  | ^~temperature taken at the end~^ |
11-Jan-2022 14:38:24  | INF | ### | 
11-Jan-2022 14:38:25  | INF | ### | Paranoia power reset (TM)
11-Jan-2022 14:38:30  | INF | ### | | a_x_G32_stim_zp1g         |       -2.27mg|   2.70mg  | -20mg < DC < 20 mg, AC < 2 mg |
11-Jan-2022 14:38:30  | INF | ### | | a_y_G32_stim_zp1g         |        7.11mg|   2.17mg  | -20mg < DC < 20 mg, AC < 2 mg |
11-Jan-2022 14:38:30  | INF | ### | | a_z_G32_stim_zp1g         |     1002.15mg|   1.52mg  | 900mg < DC < 1100 mg, AC < 2 mg |
11-Jan-2022 14:38:30  | INF | ### | | a_x_G16_stim_zp1g         |       -0.74mg|   1.63mg  | -20mg < DC < 20 mg, AC < 2 mg |
11-Jan-2022 14:38:30  | INF | ### | | a_y_G16_stim_zp1g         |        6.09mg|   2.14mg  | -20mg < DC < 20 mg, AC < 2 mg |
11-Jan-2022 14:38:30  | INF | ### | | a_z_G16_stim_zp1g         |     1003.40mg|   1.67mg  | 900mg < DC < 1100 mg, AC < 2 mg |
11-Jan-2022 14:38:31  | INF | ### | | a_x_stim_zp1g_pre_bite    |       -2.11mg|   1.28mg  | -20mg < DC < 20 mg, AC < 2 mg |
11-Jan-2022 14:38:31  | INF | ### | | a_y_stim_zp1g_pre_bite    |       -5.98mg|   1.39mg  | -20mg < DC < 20 mg, AC < 2 mg |
11-Jan-2022 14:38:31  | INF | ### | | a_z_stim_zp1g_pre_bite    |      997.97mg|   1.83mg  | 980mg < DC < 1020 mg, AC < 2 mg |
11-Jan-2022 14:38:32  | INF | ### | | a_x_stim_zp1g_bite_sign0  |     4769.69mg|   1.66mg  | 3000mg < DC < 7000 mg |
11-Jan-2022 14:38:32  | INF | ### | | a_y_stim_zp1g_bite_sign0  |    -4222.73mg|   1.26mg  | -6500mg < DC < -2000 mg |
11-Jan-2022 14:38:32  | INF | ### | | a_z_stim_zp1g_bite_sign0  |    -3423.83mg|   1.44mg  | -5000mg < DC < -2000 mg |
11-Jan-2022 14:38:33  | INF | ### | | a_x_stim_zp1g_bite_sign1  |    -5133.01mg|   1.64mg  | -7000mg < DC < -3000 mg |
11-Jan-2022 14:38:33  | INF | ### | | a_y_stim_zp1g_bite_sign1  |     4440.63mg|   1.23mg  | 2000mg < DC < 6500 mg |
11-Jan-2022 14:38:33  | INF | ### | | a_z_stim_zp1g_bite_sign1  |     5546.25mg|   1.29mg  | 4000mg < DC < 7000 mg |
11-Jan-2022 14:38:34  | INF | ### | | a_x_stim_zp1g_post_bite   |       -2.46mg|   1.36mg  | -20mg < DC < 20 mg, AC < 2 mg |
11-Jan-2022 14:38:34  | INF | ### | | a_y_stim_zp1g_post_bite   |       -5.20mg|   1.59mg  | -20mg < DC < 20 mg, AC < 2 mg |
11-Jan-2022 14:38:34  | INF | ### | | a_z_stim_zp1g_post_bite   |      998.36mg|   1.51mg  | 980mg < DC < 1020 mg, AC < 2 mg |
11-Jan-2022 14:38:34  | INF | ### | | a_x_stim_zp1g_bite_sum    |     -359.10mg|   0.00mg  | 3750mg < DC < 3750mg |
11-Jan-2022 14:38:34  | INF | ### | | a_y_stim_zp1g_bite_sum    |      229.84mg|   0.00mg  | 3750mg < DC < 3750mg |
11-Jan-2022 14:38:34  | INF | ### | | a_z_stim_zp1g_bite_sum    |      126.48mg|   0.00mg  | 3750mg < DC < 3750mg |
11-Jan-2022 14:38:34  | INF | ### | | a_x_stim_zp1g_bite_diff   |     9902.70mg|   0.00mg  | 6500mg < DC < 13000mg |
11-Jan-2022 14:38:34  | INF | ### | | a_y_stim_zp1g_bite_diff   |    -8663.36mg|   0.00mg  | -12000mg < DC < -5500mg |
11-Jan-2022 14:38:34  | INF | ### | | a_z_stim_zp1g_bite_diff   |    -8970.08mg|   0.00mg  | -11500mg < DC < -7000mg |
11-Jan-2022 14:38:34  | INF | ### | | a_x_stim_zp1g_prepost_bite|       -0.35mg|   0.00mg  | -10 mg < DC < 10mg |
11-Jan-2022 14:38:34  | INF | ### | | a_y_stim_zp1g_prepost_bite|        0.78mg|   0.00mg  | -10 mg < DC < 10mg |
11-Jan-2022 14:38:34  | INF | ### | | a_z_stim_zp1g_prepost_bite|        0.39mg|   0.00mg  | -10 mg < DC < 10mg |
11-Jan-2022 14:38:36  | INF | ### | | a_x_S28_SC_Sensor_Mode    |   25318.28LSB|  0.63LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:36  | INF | ### | | a_y_S28_SC_Sensor_Mode    |  -24622.93LSB|  0.51LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:36  | INF | ### | | a_z_S28_SC_Sensor_Mode    |  -25772.11LSB|  1.01LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:37  | INF | ### | | a_x_S28_SC_CBIST          |   24432.30LSB|  0.73LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:37  | INF | ### | | a_y_S28_SC_CBIST          |  -23535.55LSB|  0.85LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:37  | INF | ### | | a_z_S28_SC_CBIST          |  -23293.28LSB|  1.12LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:38  | INF | ### | | NSF_S28_x                 |          0.97|     0.00  | NSF_S28_x |
11-Jan-2022 14:38:38  | INF | ### | | NSF_S28_y                 |          0.96|     0.00  | NSF_S28_y |
11-Jan-2022 14:38:38  | INF | ### | | NSF_S28_z                 |          0.90|     0.00  | NSF_S28_z |
11-Jan-2022 14:38:38  | INF | ### | | a_x_S28_DC_SC_CBIST       |      95.39LSB|  0.78LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:38  | INF | ### | | a_y_S28_DC_SC_CBIST       |    -161.88LSB|  0.58LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:38  | INF | ### | | a_z_S28_DC_SC_CBIST       |     -79.06LSB|  0.77LSB  | X < DC < X, AC < X |
