03-Feb-2022 15:27:45  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:27:45  | FRM | ### | LMEx Framework Version: 4.0.0.12
03-Feb-2022 15:27:45  | FRM | ### | LMEx 32Bit
03-Feb-2022 15:27:45  | FRM | ### | LMEx Sensor Version: 1.1.11.3
03-Feb-2022 15:27:45  | FRM | ### | User: MIB1RT
03-Feb-2022 15:27:45  | FRM | ### | User level: EXTENDED
03-Feb-2022 15:27:45  | FRM | ### | Test bench         : CANONLY
03-Feb-2022 15:27:45  | FRM | ### | Host name          : RT-Z0KG0
03-Feb-2022 15:27:45  | FRM | ### | Unibox Id          : 100
03-Feb-2022 15:27:45  | FRM | ### | Mainboard Number   : -1
03-Feb-2022 15:27:45  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
03-Feb-2022 15:27:45  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007980_8D-22-055\04-El._Testing_at_RT_Accel_Gyro(3)\01_meas\4927_afterKnocks
03-Feb-2022 15:27:45  | FRM | ### | Temporary file path: c:\TempMessdaten\\20220203152745\
03-Feb-2022 15:27:45  | FRM | ### | Movejob: deactivated
03-Feb-2022 15:27:45  | FRM | ### | TDMS ByteOrder: BigEndian
03-Feb-2022 15:27:45  | FRM | ### | TDMS language: german
03-Feb-2022 15:27:45  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:27:45  | FRM | ### | Info: temporary saving active
03-Feb-2022 15:27:45  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
03-Feb-2022 15:27:45  | FRM | ### | 
03-Feb-2022 15:27:45  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:27:45  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
03-Feb-2022 15:27:45  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:27:45  | FRM | ### | 
03-Feb-2022 15:27:46  | FRM | ### | Sensor Pos=4 Nr=4927
03-Feb-2022 15:27:46  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
03-Feb-2022 15:27:46  | FRM | ### | Test initializeded
03-Feb-2022 15:27:46  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
03-Feb-2022 15:27:48  | INF | ### | Paranoia power reset (TM)
03-Feb-2022 15:27:50  | SEN | 004 | module_id:5417
03-Feb-2022 15:27:50  | SEN | 004 | SNR:3736763707071529
03-Feb-2022 15:27:50  | SEN | 004 | USNR:0000H36V84017041021KY
03-Feb-2022 15:27:51  | INF | ### | CRC 49348 crc read:49348
03-Feb-2022 15:27:51  | INF | ### | SensorNr4927
03-Feb-2022 15:27:51  | INF | ### | 
03-Feb-2022 15:27:51  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
03-Feb-2022 15:27:53  | INF | ### | | RATE_X_wodrivewoCM        |     -0.023dps|  0.05dps  | -2dps< DC <2dps, AC < 0.1dps |
03-Feb-2022 15:29:09  | INF | ### | | NSF_S28_z                 |         0.947|     0.00  | NSF_S28_z |
03-Feb-2022 15:29:09  | INF | ### | | a_x_S28_DC_SC_CBIST       |     52.422LSB|  0.73LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:09  | INF | ### | | a_y_S28_DC_SC_CBIST       |    -70.898LSB|  0.89LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:09  | INF | ### | | a_z_S28_DC_SC_CBIST       |    -45.156LSB|  0.43LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:09  | INF | ### | | a_x_S28_DC_SC_CBIST_nsf   |         0.662|     0.00  | a_x_S28_DC_SC_CBIST_nsf |
03-Feb-2022 15:29:09  | INF | ### | | a_y_S28_DC_SC_CBIST_nsf   |         0.852|     0.00  | a_y_S28_DC_SC_CBIST_nsf |
03-Feb-2022 15:29:09  | INF | ### | | a_z_S28_DC_SC_CBIST_nsf   |         0.403|     0.00  | a_z_S28_DC_SC_CBIST_nsf |
03-Feb-2022 15:29:10  | INF | ### | | c_odr_trim_current        |         1.000|     0.00  | c_odr_trim_current |
03-Feb-2022 15:29:10  | INF | ### | | acc_trm_dgain_s0_y        |  -7508.000LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
03-Feb-2022 15:29:10  | INF | ### | | acc_trm_dgain_s0_z        |  -7508.000LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
03-Feb-2022 15:29:10  | INF | ### | | acc_trm_dgain_s0_x        |  -7508.000LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
03-Feb-2022 15:29:11  | INF | ### | | a_x_S28_DC_CBIST          |     38.047LSB|  0.60LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:11  | INF | ### | | a_y_S28_DC_CBIST          |    -50.664LSB|  0.65LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:11  | INF | ### | | a_z_S28_DC_CBIST          |    -35.195LSB|  0.44LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:11  | INF | ### | | tm_acc_ileak              |      1.000LSB|  0.00LSB  | tm_acc_ileak |
03-Feb-2022 15:29:11  | INF | ### | | a_x_S28_DC_ILEAK_Noise    |     40.156LSB|  1.55LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:11  | INF | ### | | a_y_S28_DC_ILEAK_Noise    |    -51.055LSB|  2.53LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:11  | INF | ### | | a_z_S28_DC_ILEAK_Noise    |    -34.336LSB|  3.27LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:11  | INF | ### | | a_x_S28_DC_ILEAK_DIFF     |        -2.109|     0.00  | a_x_S28_DC_ILEAK_DIFF |
03-Feb-2022 15:29:11  | INF | ### | | a_y_S28_DC_ILEAK_DIFF     |         0.391|     0.00  | a_y_S28_DC_ILEAK_DIFF |
03-Feb-2022 15:29:11  | INF | ### | | a_z_S28_DC_ILEAK_DIFF     |        -0.859|     0.00  | a_z_S28_DC_ILEAK_DIFF |
03-Feb-2022 15:29:12  | INF | ### | | tm_acc_axis_en            |      5.000LSB|  0.00LSB  | tm_acc_axis_en |
03-Feb-2022 15:29:12  | INF | ### | | a_x_S28_DC_ILEAK_CH2_Noise|     38.945LSB|  1.79LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:12  | INF | ### | | a_y_S28_DC_ILEAK_CH2_Noise| -31999.023LSB|  0.00LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:12  | INF | ### | | a_z_S28_DC_ILEAK_CH2_Noise|    -34.180LSB|  3.23LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:12  | INF | ### | | a_x_S28_DC_ILEAK_CH2_DIFF |         1.211|     0.00  | a_x_S28_DC_ILEAK_CH2_DIFF |
03-Feb-2022 15:29:12  | INF | ### | | a_y_S28_DC_ILEAK_CH2_DIFF |     31947.969|     0.00  | a_y_S28_DC_ILEAK_CH2_DIFF |
03-Feb-2022 15:29:12  | INF | ### | | a_z_S28_DC_ILEAK_CH2_DIFF |        -0.156|     0.00  | a_z_S28_DC_ILEAK_CH2_DIFF |
03-Feb-2022 15:29:12  | INF | ### | | tm_acc_axis_en            |      7.000LSB|  0.00LSB  | tm_acc_axis_en |
03-Feb-2022 15:29:12  | FRM | ### | Wait TDMS writeprocess ...
03-Feb-2022 15:29:14  | FRM | ### | TDMS writeprocess completed.
03-Feb-2022 15:29:14  | FRM | 004 | TDMS Defragmentation file pos 4
03-Feb-2022 15:29:14  | FRM | ### | Test completed: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
03-Feb-2022 15:29:14  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:29:14  | FRM | ### | Complete duration: 0.02 hours
03-Feb-2022 15:29:14  | FRM | ### | ----------------------------------------------------------------------------
