26-Nov-2021 13:42:18  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:42:18  | FRM | ### | LMEx Framework Version: 4.0.0.12
26-Nov-2021 13:42:18  | FRM | ### | LMEx 32Bit
26-Nov-2021 13:42:18  | FRM | ### | LMEx Sensor Version: 1.1.11.3
26-Nov-2021 13:42:18  | FRM | ### | User: MIB1RT
26-Nov-2021 13:42:18  | FRM | ### | User level: EXTENDED
26-Nov-2021 13:42:18  | FRM | ### | Test bench         : CANONLY
26-Nov-2021 13:42:18  | FRM | ### | Host name          : RT-Z0KG0
26-Nov-2021 13:42:18  | FRM | ### | Unibox Id          : 100
26-Nov-2021 13:42:18  | FRM | ### | Mainboard Number   : -1
26-Nov-2021 13:42:18  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
26-Nov-2021 13:42:18  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007695_8D-21-653\04-El._Testing_at_RT_Accel_Gyro(3)\4681_FA
26-Nov-2021 13:42:18  | FRM | ### | Temporary file path: c:\TempMessdaten\\20211126134217\
26-Nov-2021 13:42:18  | FRM | ### | Movejob: deactivated
26-Nov-2021 13:42:18  | FRM | ### | TDMS ByteOrder: BigEndian
26-Nov-2021 13:42:18  | FRM | ### | TDMS language: german
26-Nov-2021 13:42:18  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:42:18  | FRM | ### | Info: temporary saving active
26-Nov-2021 13:42:18  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
26-Nov-2021 13:42:18  | FRM | ### | 
26-Nov-2021 13:42:18  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:42:18  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
26-Nov-2021 13:42:18  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:42:18  | FRM | ### | 
26-Nov-2021 13:42:18  | FRM | ### | Sensor Pos=1 Nr=1
26-Nov-2021 13:42:18  | FRM | ### | Sensor Pos=2 Nr=4681
26-Nov-2021 13:42:18  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
26-Nov-2021 13:42:18  | FRM | ### | Test initializeded
26-Nov-2021 13:42:18  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
26-Nov-2021 13:42:20  | INF | ### | Paranoia power reset (TM)
26-Nov-2021 13:42:22  | SEN | 001 | module_id:6470
26-Nov-2021 13:42:22  | SEN | 001 | SNR:ab3d82c707011946
26-Nov-2021 13:42:23  | SEN | 001 | USNR:0000H6K123022070025KY
26-Nov-2021 13:42:23  | INF | ### | CRC 52051 crc read:52051
26-Nov-2021 13:42:23  | INF | ### | SensorNr1
26-Nov-2021 13:42:23  | INF | ### | 
26-Nov-2021 13:42:23  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
26-Nov-2021 13:42:25  | INF | ### | | RATE_X_wodrivewoCM        |      -0.05dps|  0.04dps  | DC <2dps, AC < 0.088dps |
26-Nov-2021 13:43:39  | INF | ### | | acc_trm_dgain_s0_y        |   -7364.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
26-Nov-2021 13:43:39  | INF | ### | | acc_trm_dgain_s0_z        |   -7364.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
26-Nov-2021 13:43:39  | INF | ### | | acc_trm_dgain_s0_x        |   -7364.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
26-Nov-2021 13:43:39  | INF | ### | | a_x_S28_DC_CBIST          |    -128.01LSB|  0.48LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:39  | INF | ### | | a_y_S28_DC_CBIST          |      22.70LSB|  0.43LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:39  | INF | ### | | a_z_S28_DC_CBIST          |      44.69LSB|  0.58LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:40  | INF | ### | | tm_acc_ileak              |       1.00LSB|  0.00LSB  | tm_acc_ileak |
26-Nov-2021 13:43:40  | INF | ### | | a_x_S28_DC_ILEAK_Noise    |    -128.75LSB|  0.73LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:40  | INF | ### | | a_y_S28_DC_ILEAK_Noise    |      22.11LSB|  0.74LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:40  | INF | ### | | a_z_S28_DC_ILEAK_Noise    |      43.87LSB|  0.84LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:40  | INF | ### | | a_x_S28_DC_ILEAK_DIFF     |          0.74|     0.00  | a_x_S28_DC_ILEAK_DIFF |
26-Nov-2021 13:43:40  | INF | ### | | a_y_S28_DC_ILEAK_DIFF     |          0.59|     0.00  | a_y_S28_DC_ILEAK_DIFF |
26-Nov-2021 13:43:40  | INF | ### | | a_z_S28_DC_ILEAK_DIFF     |          0.82|     0.00  | a_z_S28_DC_ILEAK_DIFF |
26-Nov-2021 13:43:40  | INF | ### | | tm_acc_axis_en            |       5.00LSB|  0.00LSB  | tm_acc_axis_en |
26-Nov-2021 13:43:41  | INF | ### | | a_x_S28_DC_ILEAK_CH2_Noise|    -130.35LSB|  0.85LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:41  | INF | ### | | a_y_S28_DC_ILEAK_CH2_Noise|  -31999.02LSB|  0.00LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:41  | INF | ### | | a_z_S28_DC_ILEAK_CH2_Noise|      43.87LSB|  1.01LSB  | X < DC < X, AC < X |
26-Nov-2021 13:43:41  | INF | ### | | a_x_S28_DC_ILEAK_CH2_DIFF |          1.60|     0.00  | a_x_S28_DC_ILEAK_CH2_DIFF |
26-Nov-2021 13:43:41  | INF | ### | | a_y_S28_DC_ILEAK_CH2_DIFF |      32021.13|     0.00  | a_y_S28_DC_ILEAK_CH2_DIFF |
26-Nov-2021 13:43:41  | INF | ### | | a_z_S28_DC_ILEAK_CH2_DIFF |          0.00|     0.00  | a_z_S28_DC_ILEAK_CH2_DIFF |
26-Nov-2021 13:43:41  | INF | ### | | tm_acc_axis_en            |       7.00LSB|  0.00LSB  | tm_acc_axis_en |
26-Nov-2021 13:43:42  | SEN | 002 | module_id:6663
26-Nov-2021 13:43:43  | SEN | 002 | SNR:4c6f70e507051a07
26-Nov-2021 13:43:43  | SEN | 002 | USNR:0000H2HP71007007026KY
26-Nov-2021 13:43:44  | INF | ### | CRC 46943 crc read:46943
26-Nov-2021 13:43:44  | INF | ### | SensorNr4681
26-Nov-2021 13:43:44  | INF | ### | 
26-Nov-2021 13:43:44  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
26-Nov-2021 13:43:46  | INF | ### | | RATE_X_wodrivewoCM        |       0.01dps|  0.04dps  | DC <2dps, AC < 0.088dps |
26-Nov-2021 13:43:46  | INF | ### | | RATE_Y_wodrivewoCM        |       0.13dps|  0.05dps  | DC <2dps, AC < 0.088dps |
26-Nov-2021 13:43:46  | INF | ### | | RATE_Z_wodrivewoCM        |      -0.05dps|  0.05dps  | DC <2dps, AC < 0.088dps |
26-Nov-2021 13:43:47  | INF | ### | | Quad_X_wodrivewoCM        |       1.07dps|  0.21dps  | comment |
26-Nov-2021 13:43:47  | INF | ### | | Quad_Y_wodrivewoCM        |       1.33dps|  0.35dps  | comment |
26-Nov-2021 13:43:47  | INF | ### | | Quad_Z_wodrivewoCM        |      -0.58dps|  0.78dps  | comment |
26-Nov-2021 13:43:50  | INF | ### | | CV_D_wodrivewoCM in TADC  |       -2.45mV|   0.10mV  |  |
26-Nov-2021 13:43:52  | INF | ### | | CV_X_wodrivewoCM in TADC  |       14.22mV|   0.35mV  |  |
26-Nov-2021 13:43:53  | INF | ### | | CV_Y_wodrivewoCM in TADC  |       -4.09mV|   0.32mV  |  |
26-Nov-2021 13:43:55  | INF | ### | | CV_Z_wodrivewoCM in TADC  |       49.97mV|   0.54mV  |  |
26-Nov-2021 13:43:55  | INF | ### | | RATE_X_wodrivewoCM_s30    |       21.54mv|  -0.17mv  | pls compare it with CV_X_wodrivewoCM in TADC |
26-Nov-2021 13:43:55  | INF | ### | | RATE_Y_wodrivewoCM_s30    |       -0.57mv|   0.14mv  | pls compare it with CV_Y_wodrivewoCM in TADC |
26-Nov-2021 13:43:56  | INF | ### | | RATE_Z_wodrivewoCM_s30    |       31.20mv|  -0.31mv  | pls compare it with CV_Z_wodrivewoCM in TADC |
26-Nov-2021 13:43:56  | INF | ### | | S30_CV_X_diff_wodrivewoCM |        7.33mv|   0.00mv  |  |
26-Nov-2021 13:43:56  | INF | ### | | S30_CV_Y_diff_wodrivewoCM |        3.52mv|   0.00mv  |  |
26-Nov-2021 13:43:56  | INF | ### | | S30_CV_Z_diff_wodrivewoCM |      -18.77mv|   0.00mv  |  |
26-Nov-2021 13:43:58  | INF | ### | | RATE_X_wodrivewCM         |       0.01dps|  0.05dps  | DC <2dps, AC < 0.1dps |
26-Nov-2021 13:43:58  | INF | ### | | RATE_Y_wodrivewCM         |       0.10dps|  0.05dps  | DC <2dps, AC < 0.1dps |
26-Nov-2021 13:43:58  | INF | ### | | RATE_Z_wodrivewCM         |      -0.04dps|  0.04dps  | DC <2dps, AC < 0.1dps |
26-Nov-2021 13:44:00  | INF | ### | | CV_D_wodrivewCM in TADC   |       -2.32mV|   0.09mV  |  |
26-Nov-2021 13:44:02  | INF | ### | | CV_X_wodrivewCM in TADC   |       14.48mV|   0.30mV  |  |
26-Nov-2021 13:44:03  | INF | ### | | CV_Y_wodrivewCM in TADC   |       -3.81mV|   0.35mV  |  |
26-Nov-2021 13:44:05  | INF | ### | | CV_Z_wodrivewCM in TADC   |       49.72mV|   0.67mV  |  |
26-Nov-2021 13:44:05  | INF | ### | | CV_D_inTADC_diff          |        0.13mV|   0.00mV  | W/ CM minus W/O CM |
26-Nov-2021 13:44:05  | INF | ### | | CV_X_inTADC_diff          |        0.27mV|   0.00mV  | W/ CM minus W/O CM |
26-Nov-2021 13:44:05  | INF | ### | | CV_Y_inTADC_diff          |        0.28mV|   0.00mV  | W/ CM minus W/O CM |
26-Nov-2021 13:44:05  | INF | ### | | CV_Z_inTADC_diff          |       -0.25mV|   0.00mV  | W/ CM minus W/O CM |
26-Nov-2021 13:44:05  | INF | ### | | RATE_X_wodrivewCM_s30     |       21.79mv|  -0.19mv  | pls compare it with CV_X_wodrivewCM in TADC |
26-Nov-2021 13:44:05  | INF | ### | | RATE_Y_wodrivewCM_s30     |       -0.39mv|   0.14mv  | pls compare it with CV_Y_wodrivewCM in TADC |
26-Nov-2021 13:44:06  | INF | ### | | RATE_Z_wodrivewCM_s30     |       31.31mv|  -0.36mv  | pls compare it with CV_Z_wdrivewoCM in TADC |
26-Nov-2021 13:44:06  | INF | ### | | S30_CV_X_diff_wodrivewCM  |        7.30mv|   0.00mv  |  |
26-Nov-2021 13:44:06  | INF | ### | | S30_CV_Y_diff_wodrivewCM  |        3.43mv|   0.00mv  |  |
26-Nov-2021 13:44:06  | INF | ### | | S30_CV_Z_diff_wodrivewCM  |      -18.41mv|   0.00mv  |  |
26-Nov-2021 13:44:08  | INF | ### | | CM_OFFSET_wodrive in TADC |        1.33mV|   0.08mV  |  |
26-Nov-2021 13:44:09  | INF | ### | | Aout(4k_en)               |      360.76mV|   8.04mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
26-Nov-2021 13:44:09  | INF | ### | | Pout(4k_en)               |     -142.12mV|   0.31mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
26-Nov-2021 13:44:10  | INF | ### | | Aout(4k_en & pd_aa)       |      693.83mV|  15.26mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_aa=1 \\ saturation?~^ |
26-Nov-2021 13:44:10  | INF | ### | | Aout(4k_en & pd_ai)       |      686.68mV|  22.55mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_ai=1 \\ saturation?~^ |
26-Nov-2021 13:44:11  | INF | ### | | Aout normal mode          |     1665.48mV|   0.09mV  | ^~default~^ |
26-Nov-2021 13:44:11  | INF | ### | | Normal_Rate_x             |      -1.55dps|  1.21dps  | comment |
26-Nov-2021 13:44:12  | INF | ### | | Normal_Rate_y             |     419.62dps|155.75dps  | comment |
26-Nov-2021 13:44:12  | INF | ### | | Normal_Rate_z             |      10.08dps|  0.76dps  | comment |
26-Nov-2021 13:44:12  | INF | ### | | Pout normal mode          |     -116.23mV|   1.01mV  | ^~default~^ |
26-Nov-2021 13:44:14  | INF | ### | | CM_OFFSET_normal in TADC  |        1.25mV|   0.09mV  |  |
26-Nov-2021 13:44:14  | INF | ### | | AoutTrim                  |      625.39mV|   0.00mV  |  |
26-Nov-2021 13:44:14  | INF | ### | | Aout_s16                  |     1665.44mV|   0.00mV  |  |
26-Nov-2021 13:44:14  | INF | ### | | Aout_rel_dev_s16          |     166.30pct|  0.00pct  |  |
26-Nov-2021 13:44:16  | INF | ### | | S31:CM_in_Sens            |        0.03Au|   0.05Au  | comment |
26-Nov-2021 13:44:17  | INF | ### | | S31:CM_inSens_PD_AI       |        0.59Au|   0.05Au  | comment |
26-Nov-2021 13:44:17  | INF | ### | | S31:CM_inSens_PD_AA       |       -0.51Au|   0.06Au  | comment |
26-Nov-2021 13:44:18  | INF | ### | | S31:CM_inSens_PD_AIAA     |        0.07Au|   0.06Au  | comment |
26-Nov-2021 13:44:20  | INF | ### | | CV_D_in_Sens              |   20463.15LSB|279.07LSB  | comment |
26-Nov-2021 13:44:22  | INF | ### | | GYRO_TAU                  |       64.82ms|   0.00ms  | comment |
26-Nov-2021 13:44:22  | INF | ### | | VCO_freq_measured         |       0.00KHz|  0.00KHz  | it would only work on DKT, get 0 from HMP |
26-Nov-2021 13:44:22  | INF | ### | | VCO_freq_FT               |      25.76KHz|  0.00KHz  |  |
26-Nov-2021 13:44:22  | INF | ### | | VCO_freq_dev              |    25763.60Hz|   0.00Hz  | 100Hz dev max, This data will only be available when the FA script run on DKT |
26-Nov-2021 13:44:23  | INF | ### | | Gyro_rate_raw_x           |       4.07dps|  0.47dps  | comment |
26-Nov-2021 13:44:24  | INF | ### | | Gyro_rate_raw_y           |     128.98dps| 81.99dps  | comment |
26-Nov-2021 13:44:24  | INF | ### | | Gyro_rate_raw_z           |      10.39dps|  1.12dps  | comment |
26-Nov-2021 13:44:24  | INF | ### | | Quad_q2r_res_x            |    -116.26dps|  3.22dps  | comment |
26-Nov-2021 13:44:24  | INF | ### | | Quad_q2r_res_y            |    -181.63dps|462.55dps  | comment |
26-Nov-2021 13:44:24  | INF | ### | | Quad_q2r_res_z            |    -200.06dps|  4.17dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Rdiff_cvs_x               |       0.66dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Rdiff_cvs_y               |      -7.02dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Rdiff_cvs_z               |       0.41dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Qdiff_cvs_x               |   -1439.76dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Qdiff_cvs_y               |    -179.29dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Qdiff_cvs_z               |    1153.61dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Phase_cvs_x               |     -0.46mrad| 0.00mrad  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Phase_cvs_y               |     39.18mrad| 0.00mrad  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Phase_cvs_z               |      0.35mrad| 0.00mrad  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Rdiff_x                   |       0.11dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Rdiff_y                   |       3.31dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Rdiff_z                   |       0.25dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Qdiff_x                   |    -139.09dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Qdiff_y                   |     468.49dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Qdiff_z                   |    -274.55dps|  0.00dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Phase_TOSK_x              |     -0.80mrad| 0.00mrad  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Phase_TOSK_y              |      7.07mrad| 0.00mrad  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Phase_TOSK_z              |     -0.90mrad| 0.00mrad  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Post_Rate_x               |      -2.50dps|  1.19dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Post_Rate_y               |     282.93dps|120.04dps  | comment |
26-Nov-2021 13:44:31  | INF | ### | | Post_Rate_z               |       8.68dps|  0.95dps  | comment |
26-Nov-2021 13:44:33  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|          1.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:33  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|          1.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:33  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:33  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:35  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|          2.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:35  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|          1.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:35  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:35  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:37  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|          3.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:37  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|          1.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:37  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:37  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:38  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|          4.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:38  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|          1.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:38  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:38  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:40  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|          5.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:40  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|          2.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:40  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:40  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|          1.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:42  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|          6.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:42  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|          1.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:42  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:42  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:43  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|          7.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:43  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|          1.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:43  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:43  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|          0.00|     0.00  | S23 -> combo |
26-Nov-2021 13:44:43  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20211126134217\\AoutStartUp_Loop7_Pos2_module_id_6663_20211126134442.csv
26-Nov-2021 13:44:45  | INF | ### | | GYRO_STARTUP time         |        1.60ms|   0.00ms  | check only the mean value |
26-Nov-2021 13:44:45  | INF | ### | | ASIC_temp_start           |     22.09degC| 0.01degC  | ^~temperature taken upon start~^ |
26-Nov-2021 13:44:45  | INF | ### | | ASIC_temp_end             |     22.18degC| 0.01degC  | ^~temperature taken at the end~^ |
26-Nov-2021 13:44:45  | INF | ### | 
26-Nov-2021 13:44:47  | INF | ### | Paranoia power reset (TM)
26-Nov-2021 13:44:51  | INF | ### | | a_x_G32_stim_zp1g         |        5.82mg|   2.80mg  | -20mg < DC < 20 mg, AC < 2 mg |
26-Nov-2021 13:44:51  | INF | ### | | a_y_G32_stim_zp1g         |        1.09mg|   2.57mg  | -20mg < DC < 20 mg, AC < 2 mg |
26-Nov-2021 13:44:51  | INF | ### | | a_z_G32_stim_zp1g         |     3038.09mg|   2.32mg  | 900mg < DC < 1100 mg, AC < 2 mg |
26-Nov-2021 13:44:52  | INF | ### | | a_x_G16_stim_zp1g         |        5.92mg|   1.92mg  | -20mg < DC < 20 mg, AC < 2 mg |
26-Nov-2021 13:44:52  | INF | ### | | a_y_G16_stim_zp1g         |        2.30mg|   1.53mg  | -20mg < DC < 20 mg, AC < 2 mg |
26-Nov-2021 13:44:52  | INF | ### | | a_z_G16_stim_zp1g         |     3030.72mg|   1.92mg  | 900mg < DC < 1100 mg, AC < 2 mg |
26-Nov-2021 13:44:52  | INF | ### | | a_x_stim_zp1g_pre_bite    |        8.48mg|   2.03mg  | -20mg < DC < 20 mg, AC < 2 mg |
26-Nov-2021 13:44:52  | INF | ### | | a_y_stim_zp1g_pre_bite    |       -6.64mg|   1.52mg  | -20mg < DC < 20 mg, AC < 2 mg |
26-Nov-2021 13:44:52  | INF | ### | | a_z_stim_zp1g_pre_bite    |     3027.97mg|   2.27mg  | 980mg < DC < 1020 mg, AC < 2 mg |
26-Nov-2021 13:44:53  | INF | ### | | a_x_stim_zp1g_bite_sign0  |     4689.84mg|   1.35mg  | 3000mg < DC < 7000 mg |
26-Nov-2021 13:44:53  | INF | ### | | a_y_stim_zp1g_bite_sign0  |    -4163.24mg|   0.88mg  | -6500mg < DC < -2000 mg |
26-Nov-2021 13:44:53  | INF | ### | | a_z_stim_zp1g_bite_sign0  |    -1553.20mg|   1.69mg  | -5000mg < DC < -2000 mg |
26-Nov-2021 13:44:54  | INF | ### | | a_x_stim_zp1g_bite_sign1  |    -4753.16mg|   1.85mg  | -7000mg < DC < -3000 mg |
26-Nov-2021 13:44:54  | INF | ### | | a_y_stim_zp1g_bite_sign1  |     4250.98mg|   1.83mg  | 2000mg < DC < 6500 mg |
26-Nov-2021 13:44:54  | INF | ### | | a_z_stim_zp1g_bite_sign1  |     8095.82mg|   2.08mg  | 4000mg < DC < 7000 mg |
26-Nov-2021 13:44:55  | INF | ### | | a_x_stim_zp1g_post_bite   |        7.93mg|   1.68mg  | -20mg < DC < 20 mg, AC < 2 mg |
26-Nov-2021 13:44:55  | INF | ### | | a_y_stim_zp1g_post_bite   |       -7.85mg|   1.90mg  | -20mg < DC < 20 mg, AC < 2 mg |
26-Nov-2021 13:44:55  | INF | ### | | a_z_stim_zp1g_post_bite   |     3028.20mg|   1.90mg  | 980mg < DC < 1020 mg, AC < 2 mg |
26-Nov-2021 13:44:55  | INF | ### | | a_x_stim_zp1g_bite_sum    |      -80.27mg|   0.00mg  | 3750mg < DC < 3750mg |
26-Nov-2021 13:44:55  | INF | ### | | a_y_stim_zp1g_bite_sum    |      101.02mg|   0.00mg  | 3750mg < DC < 3750mg |
26-Nov-2021 13:44:55  | INF | ### | | a_z_stim_zp1g_bite_sum    |      486.68mg|   0.00mg  | 3750mg < DC < 3750mg |
26-Nov-2021 13:44:55  | INF | ### | | a_x_stim_zp1g_bite_diff   |     9443.01mg|   0.00mg  | 6500mg < DC < 13000mg |
26-Nov-2021 13:44:55  | INF | ### | | a_y_stim_zp1g_bite_diff   |    -8414.22mg|   0.00mg  | -12000mg < DC < -5500mg |
26-Nov-2021 13:44:55  | INF | ### | | a_z_stim_zp1g_bite_diff   |    -9649.02mg|   0.00mg  | -11500mg < DC < -7000mg |
26-Nov-2021 13:44:55  | INF | ### | | a_x_stim_zp1g_prepost_bite|       -0.55mg|   0.00mg  | -10 mg < DC < 10mg |
26-Nov-2021 13:44:55  | INF | ### | | a_y_stim_zp1g_prepost_bite|       -1.21mg|   0.00mg  | -10 mg < DC < 10mg |
26-Nov-2021 13:44:55  | INF | ### | | a_z_stim_zp1g_prepost_bite|        0.23mg|   0.00mg  | -10 mg < DC < 10mg |
26-Nov-2021 13:44:57  | INF | ### | | a_x_S28_SC_Sensor_Mode    |   26489.34LSB|  0.63LSB  | X < DC < X, AC < X |
26-Nov-2021 13:44:57  | INF | ### | | a_y_S28_SC_Sensor_Mode    |  -25295.35LSB|  0.64LSB  | X < DC < X, AC < X |
26-Nov-2021 13:44:57  | INF | ### | | a_z_S28_SC_Sensor_Mode    |  -25911.95LSB|  0.54LSB  | X < DC < X, AC < X |
26-Nov-2021 13:44:58  | INF | ### | | a_x_S28_SC_CBIST          |   24019.14LSB|  0.93LSB  | X < DC < X, AC < X |
26-Nov-2021 13:44:58  | INF | ### | | a_y_S28_SC_CBIST          |  -24355.35LSB|  0.71LSB  | X < DC < X, AC < X |
26-Nov-2021 13:44:58  | INF | ### | | a_z_S28_SC_CBIST          |  -23130.27LSB|  0.85LSB  | X < DC < X, AC < X |
26-Nov-2021 13:44:59  | INF | ### | | NSF_S28_x                 |          0.91|     0.00  | NSF_S28_x |
26-Nov-2021 13:44:59  | INF | ### | | NSF_S28_y                 |          0.96|     0.00  | NSF_S28_y |
26-Nov-2021 13:44:59  | INF | ### | | NSF_S28_z                 |          0.89|     0.00  | NSF_S28_z |
26-Nov-2021 13:44:59  | INF | ### | | a_x_S28_DC_SC_CBIST       |      15.55LSB|  0.93LSB  | X < DC < X, AC < X |
26-Nov-2021 13:44:59  | INF | ### | | a_y_S28_DC_SC_CBIST       |     -12.38LSB|  1.08LSB  | X < DC < X, AC < X |
26-Nov-2021 13:44:59  | INF | ### | | a_z_S28_DC_SC_CBIST       |      62.81LSB|  0.88LSB  | X < DC < X, AC < X |
