31-Jan-2022 10:54:43  | FRM | ### | ----------------------------------------------------------------------------
31-Jan-2022 10:54:43  | FRM | ### | LMEx Framework Version: 4.0.0.12
31-Jan-2022 10:54:43  | FRM | ### | LMEx 32Bit
31-Jan-2022 10:54:43  | FRM | ### | LMEx Sensor Version: 1.1.11.3
31-Jan-2022 10:54:43  | FRM | ### | User: MIB1RT
31-Jan-2022 10:54:43  | FRM | ### | User level: EXTENDED
31-Jan-2022 10:54:43  | FRM | ### | Test bench         : CANONLY
31-Jan-2022 10:54:43  | FRM | ### | Host name          : RT-Z0KG0
31-Jan-2022 10:54:43  | FRM | ### | Unibox Id          : 100
31-Jan-2022 10:54:43  | FRM | ### | Mainboard Number   : -1
31-Jan-2022 10:54:43  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
31-Jan-2022 10:54:43  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007969_8D-22-051\04-El._Testing_at_RT_Accel_Gyro(3)\01_meas\FA
31-Jan-2022 10:54:43  | FRM | ### | Temporary file path: c:\TempMessdaten\\20220131105443\
31-Jan-2022 10:54:43  | FRM | ### | Movejob: deactivated
31-Jan-2022 10:54:43  | FRM | ### | TDMS ByteOrder: BigEndian
31-Jan-2022 10:54:43  | FRM | ### | TDMS language: german
31-Jan-2022 10:54:43  | FRM | ### | ----------------------------------------------------------------------------
31-Jan-2022 10:54:43  | FRM | ### | Info: temporary saving active
31-Jan-2022 10:54:43  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
31-Jan-2022 10:54:43  | FRM | ### | 
31-Jan-2022 10:54:43  | FRM | ### | ----------------------------------------------------------------------------
31-Jan-2022 10:54:43  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
31-Jan-2022 10:54:43  | FRM | ### | ----------------------------------------------------------------------------
31-Jan-2022 10:54:43  | FRM | ### | 
31-Jan-2022 10:54:43  | FRM | ### | Sensor Pos=1 Nr=1
31-Jan-2022 10:54:43  | FRM | ### | Sensor Pos=2 Nr=4922
31-Jan-2022 10:54:43  | FRM | ### | Sensor Pos=3 Nr=4923
31-Jan-2022 10:54:43  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
31-Jan-2022 10:54:43  | FRM | ### | Test initializeded
31-Jan-2022 10:54:43  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
31-Jan-2022 10:54:45  | INF | ### | Paranoia power reset (TM)
31-Jan-2022 10:54:47  | SEN | 001 | module_id:4911
31-Jan-2022 10:54:48  | SEN | 001 | SNR:b0b680870703132f
31-Jan-2022 10:54:48  | SEN | 001 | USNR:0000H6K250004047019KY
31-Jan-2022 10:54:48  | INF | ### | CRC 57365 crc read:57365
31-Jan-2022 10:54:48  | INF | ### | SensorNr1
31-Jan-2022 10:54:48  | INF | ### | 
31-Jan-2022 10:54:48  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
31-Jan-2022 10:54:51  | INF | ### | | RATE_X_wodrivewoCM        |     -0.089dps|  0.04dps  | -2dps< DC <2dps, AC < 0.1dps |
31-Jan-2022 10:56:07  | INF | ### | | NSF_S28_x                 |         0.918|     0.00  | NSF_S28_x |
31-Jan-2022 10:56:07  | INF | ### | | NSF_S28_y                 |         0.905|     0.00  | NSF_S28_y |
31-Jan-2022 10:56:07  | INF | ### | | NSF_S28_z                 |         0.942|     0.00  | NSF_S28_z |
31-Jan-2022 10:56:07  | INF | ### | | a_x_S28_DC_SC_CBIST       |     55.664LSB|  0.80LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:07  | INF | ### | | a_y_S28_DC_SC_CBIST       |    -47.305LSB|  0.98LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:07  | INF | ### | | a_z_S28_DC_SC_CBIST       |    -84.961LSB|  0.56LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:07  | INF | ### | | a_x_S28_DC_SC_CBIST_nsf   |         0.732|     0.00  | a_x_S28_DC_SC_CBIST_nsf |
31-Jan-2022 10:56:07  | INF | ### | | a_y_S28_DC_SC_CBIST_nsf   |         0.887|     0.00  | a_y_S28_DC_SC_CBIST_nsf |
31-Jan-2022 10:56:07  | INF | ### | | a_z_S28_DC_SC_CBIST_nsf   |         0.531|     0.00  | a_z_S28_DC_SC_CBIST_nsf |
31-Jan-2022 10:56:08  | INF | ### | | c_odr_trim_current        |        -1.000|     0.00  | c_odr_trim_current |
31-Jan-2022 10:56:08  | INF | ### | | acc_trm_dgain_s0_y        |  -7440.000LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
31-Jan-2022 10:56:08  | INF | ### | | acc_trm_dgain_s0_z        |  -7440.000LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
31-Jan-2022 10:56:08  | INF | ### | | acc_trm_dgain_s0_x        |  -7440.000LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
31-Jan-2022 10:56:09  | INF | ### | | a_x_S28_DC_CBIST          |     40.117LSB|  0.48LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:09  | INF | ### | | a_y_S28_DC_CBIST          |    -34.219LSB|  0.53LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:09  | INF | ### | | a_z_S28_DC_CBIST          |    -63.750LSB|  0.72LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:09  | INF | ### | | tm_acc_ileak              |      1.000LSB|  0.00LSB  | tm_acc_ileak |
31-Jan-2022 10:56:10  | INF | ### | | a_x_S28_DC_ILEAK_Noise    |     40.391LSB|  0.48LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:10  | INF | ### | | a_y_S28_DC_ILEAK_Noise    |    -35.664LSB|  0.64LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:10  | INF | ### | | a_z_S28_DC_ILEAK_Noise    |    -65.000LSB|  0.90LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:10  | INF | ### | | a_x_S28_DC_ILEAK_DIFF     |        -0.273|     0.00  | a_x_S28_DC_ILEAK_DIFF |
31-Jan-2022 10:56:10  | INF | ### | | a_y_S28_DC_ILEAK_DIFF     |         1.445|     0.00  | a_y_S28_DC_ILEAK_DIFF |
31-Jan-2022 10:56:10  | INF | ### | | a_z_S28_DC_ILEAK_DIFF     |         1.250|     0.00  | a_z_S28_DC_ILEAK_DIFF |
31-Jan-2022 10:56:10  | INF | ### | | tm_acc_axis_en            |      5.000LSB|  0.00LSB  | tm_acc_axis_en |
31-Jan-2022 10:56:10  | INF | ### | | a_x_S28_DC_ILEAK_CH2_Noise|     39.922LSB|  0.65LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:10  | INF | ### | | a_y_S28_DC_ILEAK_CH2_Noise|  31999.023LSB|  0.00LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:10  | INF | ### | | a_z_S28_DC_ILEAK_CH2_Noise|    -65.000LSB|  1.02LSB  | X < DC < X, AC < X |
31-Jan-2022 10:56:10  | INF | ### | | a_x_S28_DC_ILEAK_CH2_DIFF |         0.469|     0.00  | a_x_S28_DC_ILEAK_CH2_DIFF |
31-Jan-2022 10:56:10  | INF | ### | | a_y_S28_DC_ILEAK_CH2_DIFF |    -32034.688|     0.00  | a_y_S28_DC_ILEAK_CH2_DIFF |
31-Jan-2022 10:56:10  | INF | ### | | a_z_S28_DC_ILEAK_CH2_DIFF |         0.000|     0.00  | a_z_S28_DC_ILEAK_CH2_DIFF |
31-Jan-2022 10:56:11  | INF | ### | | tm_acc_axis_en            |      7.000LSB|  0.00LSB  | tm_acc_axis_en |
31-Jan-2022 10:56:12  | SEN | 002 | module_id:15680
31-Jan-2022 10:56:12  | SEN | 002 | SNR:ae6a72c807053d40
31-Jan-2022 10:56:13  | SEN | 002 | USNR:0000H2MG94022064061KY
31-Jan-2022 10:56:13  | INF | ### | CRC 17433 crc read:17433
31-Jan-2022 10:56:13  | INF | ### | SensorNr4922
31-Jan-2022 10:56:13  | INF | ### | 
31-Jan-2022 10:56:13  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
31-Jan-2022 10:56:15  | INF | ### | | RATE_X_wodrivewoCM        |     -0.040dps|  0.05dps  | -2dps< DC <2dps, AC < 0.1dps |
31-Jan-2022 10:56:15  | INF | ### | | RATE_Y_wodrivewoCM        |      0.085dps|  0.05dps  | -2dps< DC <2dps, AC < 0.1dps |
31-Jan-2022 10:56:16  | INF | ### | | RATE_Z_wodrivewoCM        |     -0.000dps|  0.03dps  | -2dps< DC <2dps, AC < 0.1dps |
31-Jan-2022 10:56:16  | INF | ### | | Quad_X_wodrivewoCM        |      0.926dps|  0.31dps  | -4dps< DC <4dps, AC < 0.8dps |
31-Jan-2022 10:56:17  | INF | ### | | Quad_Y_wodrivewoCM        |      1.195dps|  0.28dps  | -4dps< DC <4dps, AC < 0.8dps |
31-Jan-2022 10:56:17  | INF | ### | | Quad_Z_wodrivewoCM        |     -0.437dps|  0.80dps  | -4dps< DC <4dps, AC < 0.8dps |
31-Jan-2022 10:56:20  | INF | ### | | CV_D_wodrivewoCM in TADC  |       0.602mV|   0.13mV  | -50mV< DC <50mV, AC < 5mV |
31-Jan-2022 10:56:21  | INF | ### | | CV_X_wodrivewoCM in TADC  |       7.316mV|   0.28mV  | -150mV< DC <150mV, AC < 5mV |
31-Jan-2022 10:56:23  | INF | ### | | CV_Y_wodrivewoCM in TADC  |      -4.866mV|   0.28mV  | -150mV< DC <150mV, AC < 5mV |
31-Jan-2022 10:56:24  | INF | ### | | CV_Z_wodrivewoCM in TADC  |     -18.955mV|   0.28mV  | -150mV< DC <150mV, AC < 5mV |
31-Jan-2022 10:56:27  | INF | ### | | RATE_X_wodrivewCM         |     -0.024dps|  0.05dps  | -2dps< DC <2dps, AC < 0.1dps |
31-Jan-2022 10:56:28  | INF | ### | | RATE_Y_wodrivewCM         |      0.065dps|  0.05dps  | -2dps< DC <2dps, AC < 0.1dps |
31-Jan-2022 10:56:28  | INF | ### | | RATE_Z_wodrivewCM         |     -0.010dps|  0.04dps  | -2dps< DC <2dps, AC < 0.1dps |
31-Jan-2022 10:56:30  | INF | ### | | CV_D_wodrivewCM in TADC   |       0.693mV|   0.12mV  | -50mV< DC <50mV, AC < 5mV |
31-Jan-2022 10:56:32  | INF | ### | | CV_X_wodrivewCM in TADC   |       7.101mV|   0.29mV  | -150mV< DC <150mV, AC < 5mV |
31-Jan-2022 10:56:33  | INF | ### | | CV_Y_wodrivewCM in TADC   |      -5.156mV|   0.33mV  | -150mV< DC <150mV, AC < 5mV |
31-Jan-2022 10:56:35  | INF | ### | | CV_Z_wodrivewCM in TADC   |     -18.945mV|   0.27mV  | -150mV< DC <150mV, AC < 5mV |
31-Jan-2022 10:56:35  | INF | ### | | CV_D_inTADC_diff          |       0.091mV|   0.00mV  | -2mV< DC <2mV |
31-Jan-2022 10:56:35  | INF | ### | | CV_X_inTADC_diff          |      -0.215mV|   0.00mV  | -2mV< DC <2mV |
31-Jan-2022 10:56:35  | INF | ### | | CV_Y_inTADC_diff          |      -0.290mV|   0.00mV  | -2mV< DC <2mV |
31-Jan-2022 10:56:35  | INF | ### | | CV_Z_inTADC_diff          |       0.010mV|   0.00mV  | -2mV< DC <2mV |
31-Jan-2022 10:56:38  | INF | ### | | CM_OFFSET_wodrive in TADC |       3.544mV|   0.10mV  | -50mV< DC <50mV, AC < 5mV |
31-Jan-2022 10:56:39  | INF | ### | | Aout(4k_en)               |     338.072mV|   0.86mV  | 50mV< DC <550mV, AC < 7.5mV |
31-Jan-2022 10:56:39  | INF | ### | | Pout(4k_en)               |     -86.468mV|   0.12mV  | -300mV< DC <300mV, AC < 2mV |
31-Jan-2022 10:56:40  | INF | ### | | Aout(4k_en & pd_aa)       |     673.837mV|   2.84mV  | 100mV< DC <1100mV, AC < 7.5mV |
31-Jan-2022 10:56:41  | INF | ### | | Aout(4k_en & pd_ai)       |     669.027mV|   2.07mV  | 100mV< DC <1100mV, AC < 7.5mV |
31-Jan-2022 10:56:41  | INF | ### | | Aout normal mode          |     679.494mV|   2.31mV  | 100mV< DC <1100mV, AC < 7.5mV |
31-Jan-2022 10:56:42  | INF | ### | | Pout normal mode          |     -81.772mV|   0.22mV  | -300mV< DC <300mV, AC < 2mV |
31-Jan-2022 10:56:42  | INF | ### | | asymm_pout_4um_diff       |      -4.696mV|   0.00mV  | -10mV< DC <-0.5mV |
31-Jan-2022 10:56:42  | INF | ### | | asymm_aout_4um_ratio      |         0.498|     0.00  | 0.49< DC <0.51 |
31-Jan-2022 10:56:42  | INF | ### | | asymm_aout_pdaaai_ratio   |         1.007|     0.00  | 0.975< DC <1.025 |
31-Jan-2022 10:56:42  | INF | ### | | Normal_Rate_x             |      0.297dps|  0.06dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 10:56:42  | INF | ### | | Normal_Rate_y             |     -0.045dps|  0.05dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 10:56:42  | INF | ### | | Normal_Rate_z             |     -0.005dps|  0.05dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 10:56:44  | INF | ### | | CM_OFFSET_normal in TADC  |       3.602mV|   0.11mV  | 50mV< DC <550mV, AC < 7.5mV |
31-Jan-2022 10:56:44  | INF | ### | | AoutTrim                  |     685.156mV|   0.00mV  | 100mV< DC <1100mV |
31-Jan-2022 10:56:45  | INF | ### | | Aout_s16                  |     678.605mV|   0.00mV  | 200mV< DC <1100mV |
31-Jan-2022 10:56:45  | INF | ### | | Aout_rel_dev_s16          |     -0.956pct|  0.00pct  | -3pct< DC <3pct |
31-Jan-2022 10:56:46  | INF | ### | | S31:CM_in_Sens            |       0.057Au|   0.06Au  | -5Au< DC <5Au, AC < 0.2Au |
31-Jan-2022 10:56:47  | INF | ### | | S31:CM_inSens_PD_AI       |       0.454Au|   0.05Au  | -5Au< DC <5Au, AC < 0.2Au |
31-Jan-2022 10:56:48  | INF | ### | | S31:CM_inSens_PD_AA       |      -0.360Au|   0.03Au  | -5Au< DC <5Au, AC < 0.2Au |
31-Jan-2022 10:56:49  | INF | ### | | S31:CM_inSens_PD_AIAA     |       0.078Au|   0.06Au  | -5Au< DC <5Au, AC < 0.2Au |
31-Jan-2022 10:56:50  | INF | ### | | CV_D_in_Sens              |  23327.360LSB|  2.35LSB  | abs(DC) > 20000LSB, AC < 5LSB |
31-Jan-2022 10:56:52  | INF | ### | | GYRO_TAU                  |      70.493ms|   0.00ms  | 40ms< DC <100ms |
31-Jan-2022 10:56:53  | INF | ### | | VCO_freq_measured         |      0.000KHz|  0.00KHz  | 22.5KHz< DC <27.500KHz |
31-Jan-2022 10:56:53  | INF | ### | | VCO_freq_FT               |     25.631KHz|  0.00KHz  | 22.5KHz< DC <27.500KHz |
31-Jan-2022 10:56:53  | INF | ### | | VCO_freq_dev              |   25631.200Hz|   0.00Hz  | -100Hz< DC <100Hz |
31-Jan-2022 10:56:54  | INF | ### | | Gyro_rate_raw_x           |      4.895dps|  0.06dps  | -100dps< DC <100dps, AC < 0.2dps |
31-Jan-2022 10:56:54  | INF | ### | | Gyro_rate_raw_y           |     -1.132dps|  0.04dps  | -100dps< DC <100dps, AC < 0.2dps |
31-Jan-2022 10:56:54  | INF | ### | | Gyro_rate_raw_z           |      5.738dps|  0.05dps  | -100dps< DC <100dps, AC < 0.2dps |
31-Jan-2022 10:56:55  | INF | ### | | Quad_q2r_res_x            |    -32.491dps|  0.64dps  | -3000dps< DC <3000dps, AC < 10dps |
31-Jan-2022 10:56:55  | INF | ### | | Quad_q2r_res_y            |   -339.919dps|  0.16dps  | -3000dps< DC <3000dps, AC < 10dps |
31-Jan-2022 10:56:55  | INF | ### | | Quad_q2r_res_z            |   -160.552dps|  1.45dps  | -3000dps< DC <3000dps, AC < 10dps |
31-Jan-2022 10:57:02  | INF | ### | | Rdiff_cvs_x               |      0.518dps|  0.00dps  | -5dps< DC <5dps |
31-Jan-2022 10:57:02  | INF | ### | | Rdiff_cvs_y               |      1.091dps|  0.00dps  | -5dps< DC <5dps |
31-Jan-2022 10:57:02  | INF | ### | | Rdiff_cvs_z               |      0.161dps|  0.00dps  | -5dps< DC <5dps |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_cvs_x               |  -1881.043dps|  0.00dps  | -6000dps< DC <-200dps |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_cvs_y               |  -2373.127dps|  0.00dps  | -6000dps< DC <-200dps |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_cvs_z               |   1457.949dps|  0.00dps  | 200dps< DC <6000dps |
31-Jan-2022 10:57:02  | INF | ### | | Phase_cvs_x               |    -0.275mrad| 0.00mrad  | -10mrad< DC <10mrad |
31-Jan-2022 10:57:02  | INF | ### | | Phase_cvs_y               |    -0.460mrad| 0.00mrad  | -10mrad< DC <10mrad |
31-Jan-2022 10:57:02  | INF | ### | | Phase_cvs_z               |     0.111mrad| 0.00mrad  | -10mrad< DC <10mrad |
31-Jan-2022 10:57:02  | INF | ### | | Rdiff_x                   |      0.292dps|  0.00dps  | 0.01dps< DC <5dps |
31-Jan-2022 10:57:02  | INF | ### | | Rdiff_y                   |     -0.721dps|  0.00dps  | -5dps< DC <-0.01dps |
31-Jan-2022 10:57:02  | INF | ### | | Rdiff_z                   |      0.704dps|  0.00dps  | 0.01dps< DC <5dps |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_x                   |   -181.147dps|  0.00dps  | -248dps< DC <-120dps |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_y                   |    199.820dps|  0.00dps  | 140dps< DC <268dps |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_z                   |   -367.590dps|  0.00dps  | -464dps< DC <-272dps |
31-Jan-2022 10:57:02  | INF | ### | | Phase_TOSK_x              |    -1.613mrad| 0.00mrad  | -5mrad< DC <-0.1mrad |
31-Jan-2022 10:57:02  | INF | ### | | Phase_TOSK_y              |    -3.609mrad| 0.00mrad  | -7mrad< DC <-0.1mrad |
31-Jan-2022 10:57:02  | INF | ### | | Phase_TOSK_z              |    -1.916mrad| 0.00mrad  | -5mrad< DC <-0.1mrad |
31-Jan-2022 10:57:02  | INF | ### | | QDIFFtrim_X               |    182.250dps|  0.00dps  |   |
31-Jan-2022 10:57:02  | INF | ### | | QDIFFtrim_Y               |    200.600dps|  0.00dps  |   |
31-Jan-2022 10:57:02  | INF | ### | | QDIFFtrim_Z               |    370.500dps|  0.00dps  |   |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_dev_X               |     -1.103dps|  0.00dps  |   |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_dev_Y               |     -0.780dps|  0.00dps  |   |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_dev_Z               |     -2.910dps|  0.00dps  |   |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_rel_dev_X           |     -0.605pct|  0.00pct  | -3 pct < DC < 3 pct |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_rel_dev_Y           |     -0.389pct|  0.00pct  | -3 pct < DC < 3 pct |
31-Jan-2022 10:57:02  | INF | ### | | Qdiff_rel_dev_Z           |     -0.785pct|  0.00pct  | -3 pct < DC < 3 pct |
31-Jan-2022 10:57:02  | INF | ### | | Post_Rate_x               |      0.292dps|  0.06dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 10:57:02  | INF | ### | | Post_Rate_y               |     -0.065dps|  0.07dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 10:57:02  | INF | ### | | Post_Rate_z               |     -0.240dps|  0.06dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 10:57:04  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|         1.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:04  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|        11.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:04  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:04  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|        25.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:06  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|         2.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:06  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|         9.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:06  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:06  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|        27.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:08  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|         3.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:08  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|        13.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:08  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:08  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|        27.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:09  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|         4.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:09  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|        13.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:09  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:09  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|        27.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:11  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|         5.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:11  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|        12.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:11  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:11  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|        26.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:13  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|         6.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:13  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|        12.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:13  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:13  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|        26.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:15  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|         7.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:15  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|        12.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:15  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:15  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|        25.000|     0.00  | S23 -> combo |
31-Jan-2022 10:57:15  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20220131105443\\AoutStartUp_Loop7_Pos2_module_id_15680_20220131105713.csv
31-Jan-2022 10:57:16  | INF | ### | | GYRO_STARTUP time         |      30.975ms|   0.00ms  | 15 ms< DC <40 ms |
31-Jan-2022 10:57:16  | INF | ### | | ASIC_temp_start           |    19.545degC| 0.01degC  | 15 degC< DC <30 degC |
31-Jan-2022 10:57:16  | INF | ### | | ASIC_temp_end             |    19.735degC| 0.02degC  | 15 degC< DC <30 degC |
31-Jan-2022 10:57:16  | INF | ### | 
31-Jan-2022 10:57:18  | INF | ### | Paranoia power reset (TM)
31-Jan-2022 10:57:22  | INF | ### | | a_x_G32_stim_zp1g         |       2.031mg|   2.47mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 10:57:22  | INF | ### | | a_y_G32_stim_zp1g         |       2.773mg|   2.14mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 10:57:22  | INF | ### | | a_z_G32_stim_zp1g         |    1000.859mg|   3.09mg  | 900mg < DC < 1100 mg, AC < 2 mg |
31-Jan-2022 10:57:23  | INF | ### | | a_x_G16_stim_zp1g         |       3.320mg|   2.01mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 10:57:23  | INF | ### | | a_y_G16_stim_zp1g         |       1.836mg|   1.95mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 10:57:23  | INF | ### | | a_z_G16_stim_zp1g         |    1001.660mg|   1.76mg  | 900mg < DC < 1100 mg, AC < 2 mg |
31-Jan-2022 10:57:24  | INF | ### | | a_x_stim_zp1g_pre_bite    |       5.781mg|   1.52mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 10:57:24  | INF | ### | | a_y_stim_zp1g_pre_bite    |       2.422mg|   2.04mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 10:57:24  | INF | ### | | a_z_stim_zp1g_pre_bite    |     997.422mg|   1.97mg  | 980mg < DC < 1020 mg, AC < 2 mg |
31-Jan-2022 10:57:24  | INF | ### | | a_x_stim_zp1g_bite_sign0  |    4815.859mg|   1.67mg  | 3000mg < DC < 7000 mg |
31-Jan-2022 10:57:24  | INF | ### | | a_y_stim_zp1g_bite_sign0  |   -4482.813mg|   1.16mg  | -6500mg < DC < -2000 mg |
31-Jan-2022 10:57:24  | INF | ### | | a_z_stim_zp1g_bite_sign0  |   -3184.648mg|   2.03mg  | -5000mg < DC < -2000 mg |
31-Jan-2022 10:57:25  | INF | ### | | a_x_stim_zp1g_bite_sign1  |   -4981.133mg|   1.15mg  | -7000mg < DC < -3000 mg |
31-Jan-2022 10:57:25  | INF | ### | | a_y_stim_zp1g_bite_sign1  |    4122.539mg|   1.76mg  | 2000mg < DC < 6500 mg |
31-Jan-2022 10:57:25  | INF | ### | | a_z_stim_zp1g_bite_sign1  |    5489.766mg|   1.52mg  | 4000mg < DC < 7000 mg |
31-Jan-2022 10:57:27  | INF | ### | | a_x_stim_zp1g_post_bite   |       4.883mg|   1.62mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 10:57:27  | INF | ### | | a_y_stim_zp1g_post_bite   |       1.406mg|   1.87mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 10:57:27  | INF | ### | | a_z_stim_zp1g_post_bite   |     997.539mg|   2.22mg  | 980mg < DC < 1020 mg, AC < 2 mg |
31-Jan-2022 10:57:27  | INF | ### | | a_x_stim_zp1g_bite_sum    |    -176.836mg|   0.00mg  | 3750mg < DC < 3750mg |
31-Jan-2022 10:57:27  | INF | ### | | a_y_stim_zp1g_bite_sum    |    -365.117mg|   0.00mg  | 3750mg < DC < 3750mg |
